weight,max_displacement,feasible,rank,crowding_distance,variables
6945.94,0.512188,true,1,0.00282362,0;2;38;9;37;37;0;36;35;31
6948.39,0.510729,true,1,0.00322098,0;0;40;12;36;35;0;35;38;22
6960.46,0.505242,true,1,0.00433024,0;1;39;0;38;38;0;38;33;27
6979.4,0.505026,true,1,0.00569352,0;0;37;0;37;37;0;37;36;28
7027.39,0.504917,true,1,0.00394441,0;1;40;25;37;32;0;35;38;22
7061.12,0.502661,true,1,0.00410264,1;0;37;2;37;37;0;37;38;26
7065.82,0.502374,true,1,0.00369393,0;3;39;3;38;36;0;38;36;24
7094.08,0.49985,true,1,0.00875097,3;3;39;4;36;37;0;37;35;28
7144.72,0.495979,true,1,0.0135883,3;0;41;15;35;34;0;36;37;26
7202.23,0.485375,true,1,0.0135528,1;3;40;18;37;36;0;35;37;27
7255.46,0.482449,true,1,0.0158164,0;0;39;0;37;37;0;36;38;28
7371.28,0.480847,true,1,0.0154905,0;1;40;15;36;36;1;35;39;26
7423.59,0.47986,true,1,0.00772374,3;1;37;3;39;39;0;37;35;30
7443.11,0.475893,true,1,0.00512519,0;0;40;14;36;36;1;36;39;26
7452.54,0.470654,true,1,0.00644893,0;1;40;27;37;37;0;36;37;26
7498.34,0.470257,true,1,0.00447027,0;1;39;0;39;38;0;39;34;27
7519.53,0.469438,true,1,0.00585879,3;0;41;13;36;35;0;37;38;27
7542.78,0.463009,true,1,0.0212109,0;0;39;0;38;37;0;38;38;28
7715.88,0.45555,true,1,0.0225606,5;3;40;16;38;36;0;37;38;28
7764.99,0.452467,true,1,0.011294,5;5;40;4;39;39;0;37;36;27
7817.81,0.447325,true,1,0.0096812,4;0;40;13;38;37;0;38;38;28
7858.18,0.447256,true,1,0.00788883,5;0;39;0;39;40;0;38;37;27
7894.13,0.443201,true,1,0.0103021,0;0;40;10;38;38;0;38;38;30
7957.97,0.44123,true,1,0.0115651,0;8;41;20;39;36;0;38;37;26
8016.76,0.439265,true,1,0.0093096,0;10;40;2;39;36;0;39;37;27
8040.8,0.434074,true,1,0.0140111,1;2;40;2;39;37;0;39;37;27
8144.89,0.429595,true,1,0.011708,1;1;40;16;39;35;0;38;39;28
8226.16,0.425059,true,1,0.0193063,1;4;41;22;39;36;0;37;39;27
8344.39,0.423517,true,1,0.013038,1;12;41;4;39;40;0;38;38;26
8357.53,0.419897,true,1,0.00666926,4;3;40;7;39;38;0;39;37;31
8403.57,0.418342,true,1,0.00550791,2;0;40;13;39;38;0;38;40;27
8410.77,0.415518,true,1,0.00964798,0;0;39;2;40;39;0;38;39;29
8502.36,0.413686,true,1,0.0111934,1;1;41;8;39;37;0;38;40;26
8542.65,0.413418,true,1,0.00591398,6;2;39;0;40;39;0;38;39;33
8588.97,0.410859,true,1,0.00617702,3;0;39;8;39;39;0;39;39;30
8590.79,0.406515,true,1,0.011052,1;3;40;0;41;39;0;39;38;26
8696.59,0.405301,true,1,0.0124365,8;0;41;12;40;38;0;39;38;28
8725.22,0.404479,true,1,0.0103879,0;10;41;16;40;35;0;39;39;27
8792.11,0.39827,true,1,0.0110583,4;2;40;22;40;37;0;39;39;28
8840.59,0.395171,true,1,0.00908297,3;0;41;0;39;40;0;39;38;33
8875.17,0.392001,true,1,0.00427261,1;1;41;4;40;37;0;40;38;28
9046.69,0.391841,true,1,0.0177828,3;1;39;15;40;39;0;39;40;29
9060.19,0.385771,true,1,0.0169674,0;0;40;8;40;38;0;39;40;31
9210.46,0.382853,true,1,0.018025,0;7;40;0;41;38;0;41;38;28
9246.54,0.380132,true,1,0.00626965,0;0;39;7;41;40;0;40;39;28
9270.04,0.379234,true,1,0.00544856,6;2;41;14;41;37;0;40;39;27
9300.35,0.377632,true,1,0.00507212,4;3;40;12;41;38;0;39;40;30
9313.13,0.374692,true,1,0.00873557,1;0;41;10;40;40;0;40;39;27
9390.01,0.374692,true,1,0.00750038,1;10;41;10;40;40;0;40;39;27
9395.01,0.37372,true,1,0.00596441,2;1;41;10;40;38;0;40;39;34
9446.32,0.371135,true,1,0.0139881,1;0;41;7;41;37;0;40;40;27
9542.43,0.368876,true,1,0.0104807,0;2;40;1;41;37;0;41;39;32
9555.14,0.367099,true,1,0.00271014,0;8;41;22;41;38;0;40;39;29
9557.15,0.363822,true,1,0.0104074,0;1;41;14;40;41;0;39;40;28
9646.84,0.358819,true,1,0.014198,3;0;41;9;41;39;0;40;39;32
9753.89,0.35787,true,1,0.0054914,2;2;41;10;40;39;0;40;40;33
9757.87,0.357714,true,1,0.00311126,1;0;41;11;40;40;0;39;41;30
9788.22,0.357583,true,1,0.00432947,2;4;41;17;41;38;1;40;40;30
9803.78,0.355825,true,1,0.00593124,1;13;41;13;41;40;0;40;39;29
9849.07,0.354721,true,1,0.011742,2;3;41;1;41;41;0;41;38;31
9928.23,0.35312,true,1,0.00962138,6;0;40;3;41;41;0;41;39;30
9945.45,0.350736,true,1,0.00240699,0;4;41;24;41;41;0;40;39;31
10019.3,0.350289,true,1,0.00934783,0;2;41;19;41;38;1;40;41;30
10042,0.347435,true,1,0.00501683,1;0;41;5;40;40;0;41;40;30
10060.7,0.345415,true,1,0.00496613,1;0;41;9;41;40;0;41;39;33
10087.1,0.343916,true,1,0.00405583,10;0;41;0;41;41;0;40;40;31
10101.2,0.343694,true,1,0.00559006,2;3;41;10;41;41;0;40;40;29
10147.2,0.342814,true,1,0.00480276,2;0;41;14;41;40;0;40;41;28
10154.8,0.342649,true,1,0.00276729,2;0;41;15;41;40;0;40;41;28
10173.9,0.341325,true,1,0.00309955,2;0;41;16;41;41;0;40;40;32
10185.7,0.341308,true,1,0.00822311,0;3;41;0;41;41;0;41;39;34
10264.4,0.340496,true,1,0.00797623,10;1;41;2;41;41;0;40;41;28
10269.1,0.339115,true,1,0.00114477,0;1;41;14;41;41;0;40;41;28
10272,0.338805,true,1,0.00356977,6;0;41;3;41;41;0;41;40;28
10306.4,0.338124,true,1,0.00468635,2;1;41;12;41;41;0;41;40;28
10326.5,0.337604,true,1,0.00179561,6;2;41;5;41;40;0;41;40;32
10336.8,0.336579,true,1,0.00160024,1;1;41;8;41;41;0;40;41;30
10339,0.335819,true,1,0.00283118,2;0;41;6;41;41;0;41;40;29
10364.3,0.335161,true,1,0.00630103,2;1;41;4;41;41;0;41;40;31
10407.9,0.335047,true,1,0.00608376,3;4;41;6;41;41;0;41;40;31
10430.9,0.334421,true,1,0.00414701,3;0;41;16;41;41;0;40;41;32
10450,0.333494,true,1,0.0030338,1;2;41;11;41;41;0;41;40;32
10461,0.333073,true,1,0.00164795,3;0;41;4;41;40;0;41;41;29
10466.4,0.332791,true,1,0.00368743,3;0;41;3;41;40;0;41;41;30
10500.4,0.332311,true,1,0.00328158,1;2;41;7;41;40;0;41;41;30
10501,0.331965,true,1,0.000889812,2;0;41;8;41;40;0;41;41;31
10509.1,0.33187,true,1,0.00208204,1;1;41;9;41;40;0;41;41;31
10523.3,0.331565,true,1,0.00317733,0;0;41;19;41;40;0;41;41;30
10542,0.33091,true,1,0.0046413,3;0;41;6;41;40;0;41;41;32
10568.7,0.329284,true,1,0.0038719,0;0;41;4;41;41;0;41;41;29
10579.8,0.328994,true,1,0.00231989,2;0;41;0;41;41;0;41;41;31
10594,0.328994,true,1,0.00304364,3;1;41;0;41;41;0;41;41;31
10611.9,0.328224,true,1,0.00252843,0;0;41;7;41;41;0;41;41;31
10620.1,0.328196,true,1,0.00164763,1;0;41;8;41;41;0;41;41;31
10628.9,0.327725,true,1,0.00180808,1;1;41;0;41;41;0;41;41;32
10638.1,0.327412,true,1,0.00150426,1;0;41;3;41;41;0;41;41;32
10644.3,0.32718,true,1,0.00334289,1;0;41;1;41;41;0;41;41;33
10673.8,0.326708,true,1,0.00312228,1;0;41;5;41;41;0;41;41;33
10677,0.326355,true,1,0.00202763,0;0;41;2;41;41;0;41;41;34
10695.4,0.326275,true,1,0.00184836,2;0;41;3;41;41;0;41;41;34
10697.7,0.326275,true,1,0.000753444,1;1;41;3;41;41;0;41;41;34
10703.7,0.326195,true,1,0.00184722,0;0;41;14;41;41;0;41;41;33
10718.1,0.326007,true,1,0.0020904,3;0;41;5;41;41;0;41;41;34
10727.1,0.326007,true,1,0.00207696,4;0;41;5;41;41;0;41;41;34
10740.4,0.325626,true,1,0.00307617,2;0;41;11;41;41;0;41;41;34
10759.6,0.325286,true,1,0.00360887,3;1;41;0;41;41;0;41;41;35
10778.2,0.324652,true,1,0.00258848,1;0;41;0;41;41;0;41;41;36
10786.5,0.3245,true,1,0.00278571,0;0;41;10;41;41;0;41;41;35
10808.1,0.324122,true,1,0.00570057,0;0;41;6;41;41;0;41;41;36
10849.6,0.32404,true,1,0.00386198,1;2;41;18;41;41;0;41;41;35
10850.7,0.323774,true,1,0.00125052,1;1;41;11;41;41;0;41;41;36
10862.2,0.32356,true,1,0.00196295,0;1;41;17;41;41;0;41;41;36
10872.1,0.323521,true,1,0.00246949,3;0;41;1;41;41;0;41;41;37
10889.2,0.323229,true,1,0.00250529,0;0;41;4;41;41;1;41;41;37
10899.5,0.323199,true,1,0.00155112,2;0;41;22;41;41;0;41;41;36
10906,0.322995,true,1,0.00111263,2;0;41;7;41;41;0;41;41;37
10911.4,0.322971,true,1,0.00134293,2;0;41;3;41;41;0;41;41;38
10920.4,0.322738,true,1,0.00217178,1;0;41;12;41;41;0;41;41;37
10935.1,0.322705,true,1,0.00199254,3;0;41;13;41;41;0;41;41;37
10942.5,0.322597,true,1,0.00188865,1;1;41;8;41;41;0;41;41;38
10955.5,0.322367,true,1,0.00353244,0;1;41;12;41;41;0;41;41;38
10981.6,0.322301,true,1,0.0027007,4;0;41;21;41;41;0;41;41;37
10985.6,0.322218,true,1,0.000645873,0;3;41;15;41;41;0;41;41;38
10988.6,0.322202,true,1,0.000445716,3;1;41;17;41;41;0;41;41;38
10990.2,0.322087,true,1,0.000979275,3;0;41;18;41;41;0;41;41;38
10999.3,0.322072,true,1,0.000984489,0;3;41;19;41;41;0;41;41;38
11000.7,0.321862,true,1,0.00122945,1;0;41;22;41;41;0;41;41;38
11012.2,0.321752,true,1,0.0040488,1;0;41;24;41;41;0;41;41;38
11046,0.321703,true,1,0.00389167,3;0;41;3;41;41;0;41;41;39
11055.4,0.321473,true,1,0.00272326,1;0;41;26;41;41;0;41;41;37
11075.5,0.321283,true,1,0.00312218,2;0;41;9;41;41;0;41;41;39
11089.2,0.320991,true,1,0.0019928,0;0;41;15;41;41;0;41;41;39
11097.1,0.320976,true,1,0.00293973,1;0;41;17;41;41;0;41;41;39
11121.8,0.320758,true,1,0.00232678,0;1;41;20;41;41;0;41;41;39
11122.7,0.320724,true,1,0.00193717,1;0;41;21;41;41;0;41;41;39
11143.2,0.320598,true,1,0.00458397,2;0;41;23;41;41;0;41;41;39
11174.2,0.320598,true,1,0.00334859,3;3;41;23;41;41;0;41;41;39
11180.7,0.320443,true,1,0.00143979,0;0;41;7;41;41;0;41;41;40
11189.8,0.320358,true,1,0.00442705,2;2;41;25;41;41;0;41;41;39
11229.6,0.320067,true,1,0.00483814,2;0;41;16;41;41;0;41;41;40
11243.7,0.320067,true,1,0.00300131,4;0;41;16;41;41;0;41;41;40
11268,0.319952,true,1,0.000988556,3;4;41;26;41;41;0;41;41;39
11274.1,0.319946,true,1,0.0018399,5;1;41;19;41;41;0;41;41;40
11288.7,0.31991,true,1,0.00137759,0;0;41;4;41;41;0;41;41;41
11289.1,0.319755,true,1,0.000774217,2;3;41;22;41;41;0;41;41;40
11296.9,0.319755,true,1,0.00213852,8;0;41;22;41;41;0;41;41;40
11313.1,0.319708,true,1,0.00169257,1;0;41;7;41;41;0;41;41;41
11315.7,0.319612,true,1,0.00106976,0;0;41;10;41;41;0;41;41;41
11324.7,0.319519,true,1,0.00111566,0;0;41;11;41;41;0;41;41;41
11327.9,0.319486,true,1,0.0011042,0;0;41;12;41;41;0;41;41;41
11337.1,0.319486,true,1,0.000834358,0;1;41;12;41;41;0;41;41;41
11337.3,0.319457,true,1,0.00161493,1;0;41;13;41;41;0;41;41;41
11354.9,0.319227,true,1,0.00279843,0;0;41;19;41;41;0;41;41;41
11368.2,0.319108,true,1,0.00302166,0;0;41;21;41;41;0;41;41;41
11388.4,0.318991,true,1,0.00191019,1;0;41;23;41;41;0;41;41;41
11389.2,0.318905,true,1,0.00193712,1;2;41;27;41;41;0;41;41;40
11409.6,0.318769,true,1,0.00350239,0;0;41;25;41;41;0;41;41;41
11428.5,0.318769,true,1,0.00368494,0;2;41;25;41;41;0;41;41;41
11462.9,0.318391,true,1,0.00366065,0;0;41;26;41;41;0;41;41;41
11489.9,0.318221,true,1,0.00565557,0;0;41;27;41;41;0;41;41;41
11526.4,0.318221,true,1,0.00710622,4;1;41;27;41;41;0;41;41;41
11569.5,0.317925,true,1,0.00979865,1;0;41;29;41;41;0;41;41;40
11635.3,0.317564,true,1,0.0067114,3;0;41;28;41;41;0;41;41;41
11644.3,0.317564,true,1,0.00667514,4;0;41;28;41;41;0;41;41;41
11709.9,0.317219,true,1,0.00611756,1;0;41;30;41;41;0;41;41;41
11712.5,0.317219,true,1,0.000392193,0;1;41;30;41;41;0;41;41;41
11714.2,0.31718,true,1,0.004331,0;0;41;31;41;41;0;41;41;41
11761,0.317022,true,1,0.00641084,0;0;41;32;41;41;0;41;41;41
11786.3,0.317022,true,1,0.00384005,1;2;41;32;41;41;0;41;41;41
11804.3,0.316965,true,1,0.00178531,1;2;41;33;41;41;0;41;41;41
11806.3,0.316965,true,1,0.00146155,4;0;41;33;41;41;0;41;41;41
11820.5,0.316868,true,1,0.00185328,0;1;41;34;41;41;0;41;41;41
11827,0.316868,true,1,0.00170388,1;1;41;34;41;41;0;41;41;41
11888.9,0.31668,true,1,0.00586533,0;1;41;35;41;41;0;41;41;41
11905.1,0.31668,true,1,0.00271442,1;2;41;35;41;41;0;41;41;41
11919.4,0.316582,true,1,0.00451281,0;0;41;36;41;41;0;41;41;41
11955.9,0.316582,true,1,0.00672168,4;1;41;36;41;41;0;41;41;41
11995,0.316411,true,1,0.00406931,0;0;41;37;41;41;0;41;41;41
12001.5,0.316411,true,1,0.00345105,1;0;41;37;41;41;0;41;41;41
12033.9,0.316345,true,1,0.00392777,1;0;41;38;41;41;0;41;41;41
12045.7,0.316345,true,1,0.00581604,3;0;41;38;41;41;0;41;41;41
12099.7,0.316345,true,1,0.00910956,14;0;41;38;41;41;0;41;41;41
12148.9,0.316345,true,1,0.00511915,4;12;41;38;41;41;0;41;41;41
12157,0.316109,true,1,0.00723684,0;0;41;39;41;41;0;41;41;41
12230.2,0.316109,true,1,0.0111768,1;8;41;39;41;41;0;41;41;41
12283,0.315918,true,1,0.0070091,0;0;41;40;41;41;0;41;41;41
12309,0.315918,true,1,0.00548093,0;3;41;40;41;41;0;41;41;41
12345.1,0.315918,true,1,0.00566765,9;1;41;40;41;41;0;41;41;41
12373.1,0.315918,true,1,0.00568777,16;1;41;40;41;41;0;41;41;41
12409,0.315756,true,1,0.00401783,0;0;41;41;41;41;0;41;41;41
12418.1,0.315756,true,1,0.00719714,0;1;41;41;41;41;0;41;41;41
12490.5,0.315756,true,1,0.00843762,14;1;41;41;41;41;0;41;41;41
12513.7,0.315756,true,1,0.00389285,1;13;41;41;41;41;0;41;41;41
12534.6,0.315756,true,1,inf,4;13;41;41;41;41;0;41;41;41
