weight,max_displacement,feasible,rank,crowding_distance,used_CR,used_F,variables
6447.34,0.555005,true,1,0.00349027,0.428838,0.581729,0;2;40;21;33;36;0;31;37;25
6460,0.553226,true,1,0.0045116,0.177683,0.717053,0;1;38;22;36;36;0;35;36;21
6491.88,0.552979,true,1,0.00497695,0.284292,0.561825,0;0;39;16;32;37;0;34;37;25
6514.14,0.552667,true,1,0.00355081,0.520397,0.492699,3;0;39;9;34;38;0;35;33;28
6520.63,0.549276,true,1,0.00345749,0.28378,0.643243,0;1;40;12;35;34;0;33;37;18
6525.75,0.543576,true,1,0.00361237,0.25728,0.255011,0;0;39;9;37;38;0;35;33;24
6544.11,0.543576,true,1,0.00832099,0.416523,0.640218,3;0;39;9;37;38;0;35;33;24
6638.78,0.541069,true,1,0.0041302,0.351132,0.785711,0;0;41;3;36;35;0;35;34;21
6644.61,0.53913,true,1,0.0048057,0.366157,0.672122,0;2;41;25;33;36;0;31;37;24
6677.26,0.535911,true,1,0.0135352,0.317708,0.555581,2;0;41;21;37;34;0;33;35;19
6759.47,0.526774,true,1,0.0137862,0.49203,0.735352,0;2;39;1;37;37;0;33;38;25
6803.68,0.526479,true,1,0.0196627,0.24725,0.649151,0;0;36;10;39;34;0;35;38;27
6965.29,0.521859,true,1,0.016816,0.308888,0.355963,0;0;37;0;40;33;0;36;38;20
6974.47,0.518993,true,1,0.00520717,0.58179,0.679569,7;2;38;19;35;35;0;38;37;26
6995.69,0.511159,true,1,0.0148276,0.457078,0.589054,1;1;39;20;39;35;0;37;34;24
7083.79,0.499928,true,1,0.0208843,0.409417,0.49693,0;0;41;5;37;35;0;34;38;25
7176.57,0.493312,true,1,0.0159488,0.342954,0.476075,0;1;40;24;39;36;0;35;36;22
7227.18,0.486024,true,1,0.0173906,0.455414,0.704597,0;1;40;21;37;35;0;36;38;25
7443.11,0.479462,true,1,0.0194192,0.51496,0.52551,0;1;41;9;38;33;0;37;38;24
7525.09,0.469797,true,1,0.00900981,0.109009,0.790019,0;0;41;26;35;36;0;37;37;26
7534.26,0.469797,true,1,0.00311559,0.469313,0.641272,0;1;41;26;35;36;0;37;37;26
7553.37,0.467569,true,1,0.014172,0.257329,0.763861,0;0;41;1;36;37;0;37;38;27
7666.56,0.460886,true,1,0.0176553,0.330253,0.616387,0;0;39;21;40;37;0;37;37;25
7723.84,0.458356,true,1,0.00825674,0.701962,0.529489,0;0;41;10;38;37;0;38;38;24
7748.12,0.457194,true,1,0.0137973,0.346227,0.636435,0;1;41;13;38;37;0;38;38;24
7859.9,0.452109,true,1,0.0187319,0.247235,0.636152,0;0;41;28;36;33;0;35;40;25
7938.18,0.450497,true,1,0.00958862,0.439755,0.544693,0;1;40;7;37;40;0;36;38;33
7953.75,0.44753,true,1,0.00305109,0.599443,0.615755,0;1;41;0;38;41;0;36;38;27
8015.5,0.446103,true,1,0.00759813,0.551101,0.689847,0;1;41;0;36;39;0;39;37;27
8033.29,0.443787,true,1,0.00444198,0.456365,0.194402,4;1;40;0;39;38;0;39;38;24
8049.28,0.440736,true,1,0.00515615,0.31057,0.691865,0;0;41;26;38;36;0;38;39;23
8075.14,0.438443,true,1,0.0104681,0.354177,0.802978,0;0;41;25;40;39;0;37;36;25
8156.89,0.437462,true,1,0.0158815,0.414988,0.531271,3;0;41;29;36;36;0;36;40;24
8244.42,0.435489,true,1,0.00848208,0.531964,0.841539,1;0;41;5;41;36;0;39;36;23
8245.55,0.435302,true,1,0.00621179,0.407917,0.591531,1;1;38;0;41;37;0;37;39;32
8310.94,0.424945,true,1,0.0111608,0.385694,0.687845,0;0;41;21;40;40;0;37;37;25
8374.03,0.424021,true,1,0.0122185,0.347137,0.579247,11;0;40;0;41;38;0;39;37;25
8427.07,0.417953,true,1,0.0175702,0.653152,0.169269,1;2;41;0;39;36;0;39;39;26
8550.23,0.417049,true,1,0.0133498,0.351212,0.958602,0;1;41;0;40;41;0;39;36;25
8566.26,0.414431,true,1,0.00237423,0.405016,0.663653,0;0;41;23;41;36;0;39;38;25
8568.07,0.414107,true,1,0.00337931,0.208859,0.467427,0;0;41;9;40;41;0;39;35;26
8595.07,0.411389,true,1,0.0116783,0.359335,0.858554,0;0;41;9;40;41;0;39;35;27
8672.7,0.405295,true,1,0.0180954,0.452436,0.685431,4;0;40;7;40;39;0;40;36;28
8773.26,0.403111,true,1,0.01442,0.261652,0.613005,0;0;41;9;41;41;0;39;35;27
8818.42,0.399944,true,1,0.00786275,0.39561,0.934325,0;1;41;0;41;40;0;39;38;25
8837.35,0.39505,true,1,0.0145646,0.525617,0.623991,0;0;40;0;41;41;0;39;38;27
8963.6,0.393868,true,1,0.0124806,0.485457,0.475258,0;1;41;0;40;38;0;41;37;27
8972.51,0.393444,true,1,0.00624309,0.357633,0.568673,0;1;40;24;41;41;0;39;38;27
9028.51,0.388366,true,1,0.0086796,0.42289,0.52892,1;0;41;22;40;37;0;39;40;26
9049.54,0.385364,true,1,0.00501821,0.461919,0.527199,1;1;41;3;41;41;0;39;38;27
9074.22,0.384831,true,1,0.0138561,0.306749,0.670408,2;0;41;7;41;41;0;39;38;27
9191.4,0.380836,true,1,0.0211266,0.122962,0.653062,0;1;40;5;41;40;0;38;40;30
9285.19,0.376147,true,1,0.0176296,0.513331,0.664777,0;0;41;4;40;41;0;38;40;29
9373.56,0.375633,true,1,0.0098173,0.294485,0.433134,0;1;40;17;41;41;0;38;40;31
9386.59,0.373237,true,1,0.00400563,0.348716,0.692578,0;1;41;9;41;38;0;41;38;28
9403.48,0.370615,true,1,0.00538441,0.474687,0.396076,0;0;41;0;41;40;0;40;39;26
9433.67,0.368785,true,1,0.00687127,0.373399,0.581981,1;1;41;0;40;41;0;39;39;34
9471.67,0.367646,true,1,0.0106932,0.334224,0.240167,1;0;41;8;40;41;0;39;39;34
9549.51,0.367422,true,1,0.0112558,0.292573,0.51308,0;0;40;0;41;41;0;41;37;30
9580.02,0.361663,true,1,0.00448734,0.464171,0.547688,5;3;41;0;41;39;1;40;39;29
9654.63,0.361609,true,1,0.0107406,0.493793,0.728457,0;0;41;2;41;41;0;41;37;28
9702.31,0.36146,true,1,0.00490744,0.441591,0.434238,1;1;41;7;41;41;0;41;37;28
9704.04,0.359727,true,1,0.00550146,0.457602,0.519723,4;0;41;1;41;38;1;41;39;29
9755.79,0.358709,true,1,0.00771207,0.476441,0.524225,1;0;41;5;41;41;0;41;37;29
9785.31,0.356748,true,1,0.00502931,0.253648,0.686381,0;0;41;0;41;41;0;41;37;32
9797.82,0.353173,true,1,0.00735691,0.25943,0.582863,0;0;41;0;41;41;0;39;40;32
9858.05,0.352029,true,1,0.0108827,0.704443,0.687885,1;1;41;14;41;41;1;40;39;29
9970.04,0.351262,true,1,0.0157694,0.439508,0.665284,1;3;41;1;40;39;0;41;40;32
10032.3,0.351147,true,1,0.0100107,0.190531,0.728478,0;0;41;11;41;41;0;41;38;35
10070.6,0.34733,true,1,0.00536149,0.306386,0.635983,0;2;41;12;40;40;0;41;40;29
10078.5,0.346486,true,1,0.00189806,0.368876,0.78546,0;2;41;9;41;41;1;39;41;30
10086.2,0.345435,true,1,0.0034869,0.533255,0.631287,0;0;41;6;41;41;0;39;41;32
10106.9,0.342933,true,1,0.00688857,0.516361,0.732057,1;1;41;0;41;40;0;41;40;28
10153.4,0.342076,true,1,0.0100726,0.390025,0.666615,0;1;41;9;41;40;0;41;40;28
10214.9,0.341274,true,1,0.0104966,0.458619,0.719973,0;1;41;22;41;40;0;41;40;28
10264.1,0.339734,true,1,0.00572013,0.320044,0.560673,0;0;41;5;41;41;0;41;39;35
10270.2,0.338305,true,1,0.00481547,0.226063,0.559285,0;0;41;9;41;41;0;41;40;28
10312.9,0.337981,true,1,0.00564099,0.211438,0.250394,0;1;41;0;41;39;0;41;41;30
10326.2,0.335863,true,1,0.00389543,0.40663,0.452224,2;1;41;0;41;41;0;41;40;30
10349.6,0.335641,true,1,0.00442024,0.575271,0.541705,0;0;41;0;41;41;0;40;41;33
10374.4,0.335418,true,1,0.00389591,0.394859,0.52146,1;1;41;13;41;41;0;41;40;29
10391.1,0.334929,true,1,0.00484666,0.269829,0.372599,0;1;41;0;41;41;0;40;41;34
10425.2,0.334206,true,1,0.00381954,0.571069,0.388291,0;0;41;19;41;41;0;40;41;32
10431.6,0.334153,true,1,0.00173721,0.419306,0.482046,2;0;41;6;41;41;0;40;41;34
10440.5,0.332821,true,1,0.0046051,0.332468,0.676075,0;0;41;0;41;40;0;41;41;31
10478.5,0.332542,true,1,0.00472049,0.5849,0.603307,0;1;41;0;41;41;0;41;41;28
10491.8,0.332268,true,1,0.00244854,0.377883,0.711706,0;1;41;2;41;41;0;41;41;28
10505.1,0.332268,true,1,0.00220035,0.304841,0.638119,2;1;41;2;41;41;0;41;41;28
10514.7,0.331666,true,1,0.00229961,0.344707,0.554719,0;0;41;7;41;41;0;41;41;28
10528.7,0.331534,true,1,0.0042844,0.366837,0.618422,1;0;41;9;41;41;0;41;41;28
10555.7,0.329321,true,1,0.00404745,0.0750184,0.62016,0;0;41;0;41;41;0;41;41;30
10566.5,0.328994,true,1,0.00348979,0.0972747,0.655173,0;0;41;0;41;41;0;41;41;31
10593.9,0.328994,true,1,0.00390794,0.385826,0.934057,4;0;41;0;41;41;0;41;41;31
10608.6,0.328424,true,1,0.00207186,0.383721,0.693613,0;0;41;9;41;41;0;41;41;30
10613.3,0.327725,true,1,0.00228446,0.555717,0.941245,0;0;41;0;41;41;0;41;41;32
10631.3,0.327291,true,1,0.00306395,0.431289,0.668626,0;0;41;0;41;41;0;41;41;33
10647.1,0.327266,true,1,0.00335723,0.475292,0.510673,1;0;41;4;41;41;0;41;41;32
10667.7,0.326859,true,1,0.00226769,0.431491,0.150056,0;0;41;10;41;41;0;41;41;32
10670.2,0.326466,true,1,0.001479,0.575914,0.493527,0;0;41;1;41;41;0;41;41;34
10699.7,0.326007,true,1,0.00259795,0.239621,0.518618,0;0;41;5;41;41;0;41;41;34
10709.1,0.325872,true,1,0.0016157,0.313099,0.575815,0;0;41;7;41;41;0;41;41;34
10717.3,0.325847,true,1,0.00209727,0.623654,0.386855,1;0;41;8;41;41;0;41;41;34
10732.3,0.325767,true,1,0.00207083,0.392527,0.661376,1;1;41;9;41;41;0;41;41;34
10738.6,0.325183,true,1,0.00182637,0.508459,0.589579,0;0;41;1;41;41;0;41;41;35
10750.5,0.325002,true,1,0.00361726,0.432276,0.682499,0;0;41;3;41;41;0;41;41;35
10777.5,0.324619,true,1,0.00378825,0.284486,0.44159,0;0;41;7;41;41;0;41;41;35
10791.5,0.324519,true,1,0.00151804,0.33165,0.57759,1;0;41;9;41;41;0;41;41;35
10794.2,0.324519,true,1,0.000388829,0.286591,0.643124,0;1;41;9;41;41;0;41;41;35
10795.5,0.324385,true,1,0.00168013,0.430633,0.588597,0;0;41;11;41;41;0;41;41;35
10812,0.324182,true,1,0.00244753,0.279456,0.69655,0;0;41;15;41;41;0;41;41;35
10822.3,0.32417,true,1,0.00112938,0.354905,0.637935,0;1;41;16;41;41;0;41;41;35
10824.3,0.32404,true,1,0.000345247,0.313354,0.887858,0;0;41;18;41;41;0;41;41;35
10825.7,0.324024,true,1,0.00216722,0.235025,0.677954,0;0;41;19;41;41;0;41;41;35
10847.3,0.323617,true,1,0.00369155,0.236196,0.574289,0;0;41;0;41;41;0;41;41;37
10865.3,0.323422,true,1,0.00254319,0.472571,0.174061,0;0;41;19;41;41;0;41;41;36
10874.7,0.323229,true,1,0.00168699,0.355185,0.83647,0;0;41;4;41;41;0;41;41;37
10883.3,0.323115,true,1,0.00379063,0.55642,0.727865,0;0;41;5;41;41;0;41;41;37
10915.7,0.322737,true,1,0.00520387,0.317673,0.618779,0;0;41;5;41;41;0;41;41;38
10940.4,0.322705,true,1,0.00309288,0.553166,0.707216,0;1;41;13;41;41;1;41;41;37
10949.2,0.322334,true,1,0.00169592,0.484872,0.345404,0;0;41;13;41;41;0;41;41;38
10958.3,0.322334,true,1,0.00303779,0.269457,0.928346,0;1;41;13;41;41;0;41;41;38
10982.5,0.322072,true,1,0.00388271,0.409813,0.518679,0;1;41;19;41;41;0;41;41;38
11000.3,0.321803,true,1,0.0021572,0.362123,0.633038,0;0;41;23;41;41;0;41;41;38
11005.7,0.321752,true,1,0.00335629,0.124188,0.682693,0;0;41;24;41;41;0;41;41;38
11037.2,0.321551,true,1,0.00360312,0.578192,0.512958,0;1;41;25;41;41;0;41;41;38
11045.3,0.321482,true,1,0.00305727,0.421579,0.602072,0;0;41;5;41;41;0;41;41;39
11071.3,0.321482,true,1,0.00296252,0.174719,0.445602,0;3;41;5;41;41;0;41;41;39
11078.5,0.321478,true,1,0.00344999,0.568025,0.646706,3;0;41;6;41;41;1;41;41;39
11108.3,0.320928,true,1,0.00478127,0.470326,0.787222,0;0;41;27;41;41;0;41;41;38
11130.3,0.320852,true,1,0.00250862,0.299329,0.533526,4;0;41;19;41;41;0;41;41;39
11135.3,0.320549,true,1,0.00377352,0.385692,0.804505,0;0;41;24;41;41;0;41;41;39
11171.7,0.320545,true,1,0.00558688,0.282305,0.544713,0;0;41;6;41;41;0;41;41;40
11197.4,0.320359,true,1,0.00513193,0.38364,0.981979,0;1;41;9;41;41;0;41;41;40
11227.5,0.319959,true,1,0.00483323,0.55676,0.725868,0;0;41;18;41;41;0;41;41;40
11249.8,0.319755,true,1,0.00712939,0.273199,0.639763,0;0;41;22;41;41;0;41;41;40
11306.7,0.319708,true,1,0.00525029,0.355791,0.856348,0;0;41;7;41;41;0;41;41;41
11308.5,0.319688,true,1,0.000695685,0.452312,0.778068,0;0;41;8;41;41;0;41;41;41
11314.2,0.319627,true,1,0.000662436,0.306248,0.950677,0;0;41;9;41;41;0;41;41;41
11315.7,0.319612,true,1,0.000959755,0.314069,0.697288,0;0;41;10;41;41;0;41;41;41
11324.7,0.319519,true,1,0.00112495,0.230451,0.536304,0;0;41;11;41;41;0;41;41;41
11327.9,0.319486,true,1,0.000562123,0.530012,0.387891,0;0;41;12;41;41;0;41;41;41
11330.8,0.319457,true,1,0.000528891,0.367311,0.854423,0;0;41;13;41;41;0;41;41;41
11333.7,0.319429,true,1,0.00105717,0.672781,0.541902,0;0;41;14;41;41;0;41;41;41
11342.3,0.319345,true,1,0.000825785,0.347661,0.743588,0;0;41;16;41;41;0;41;41;41
11342.7,0.319341,true,1,0.00102303,0.493482,0.537324,0;0;41;17;41;41;0;41;41;41
11353.5,0.31924,true,1,0.00112193,0.202961,0.64882,0;0;41;18;41;41;0;41;41;41
11354.9,0.319227,true,1,0.00102199,0.290136,0.41284,0;0;41;19;41;41;0;41;41;41
11364.6,0.319139,true,1,0.00121953,0.535523,0.702462,0;0;41;20;41;41;0;41;41;41
11368.2,0.319108,true,1,0.00102102,0.485702,0.560115,0;0;41;21;41;41;0;41;41;41
11375.8,0.319042,true,1,0.00125107,0.402553,0.930711,0;0;41;22;41;41;0;41;41;41
11381.9,0.318991,true,1,0.00105298,0.465713,0.575096,0;0;41;23;41;41;0;41;41;41
11387.3,0.318946,true,1,0.00134594,0.352713,0.474564,0;0;41;24;41;41;0;41;41;41
11418.8,0.318769,true,1,0.00261538,0.545896,0.874421,0;1;41;25;41;41;0;41;41;41
11425.3,0.318769,true,1,0.00403447,0.620448,0.631277,1;1;41;25;41;41;0;41;41;41
11462.9,0.318391,true,1,0.00427382,0.327664,0.491337,0;0;41;26;41;41;0;41;41;41
11472.1,0.318391,true,1,0.00245298,0.241433,0.597174,0;1;41;26;41;41;0;41;41;41
11489.9,0.318221,true,1,0.00245298,0.515031,0.713198,0;0;41;27;41;41;0;41;41;41
11499.1,0.318221,true,1,0.00886775,0.551877,0.654156,0;1;41;27;41;41;0;41;41;41
11588.2,0.317831,true,1,0.0106897,0.398532,0.683357,0;0;41;31;41;41;0;41;41;40
11617,0.317564,true,1,0.00913728,0.270764,0.286689,0;0;41;28;41;41;0;41;41;41
11689,0.317272,true,1,0.00861355,0.732494,0.581784,0;0;41;29;41;41;0;41;41;41
11712.5,0.317219,true,1,0.00227158,0.493936,0.676424,0;1;41;30;41;41;0;41;41;41
11714.2,0.31718,true,1,0.0010052,0.537623,0.542428,0;0;41;31;41;41;0;41;41;41
11761,0.317022,true,1,0.00501845,0.458431,0.668687,0;0;41;32;41;41;0;41;41;41
11779,0.316965,true,1,0.00593043,0.354388,0.632882,0;0;41;33;41;41;0;41;41;41
11827,0.316868,true,1,0.00906443,0.468906,0.430741,1;1;41;34;41;41;0;41;41;41
11879.8,0.31668,true,1,0.00831167,0.473504,0.489944,0;0;41;35;41;41;0;41;41;41
11919.4,0.316582,true,1,0.0103441,0.450017,0.673844,0;0;41;36;41;41;0;41;41;41
11995,0.316411,true,1,0.0076039,0.581547,0.603397,0;0;41;37;41;41;0;41;41;41
12004.1,0.316411,true,1,0.00290694,0.46971,0.693932,0;1;41;37;41;41;0;41;41;41
12027.4,0.316345,true,1,0.0137092,0.582796,0.560145,0;0;41;38;41;41;0;41;41;41
12157,0.316109,true,1,0.0132992,0.33405,0.722897,0;0;41;39;41;41;0;41;41;41
12175.8,0.316109,true,1,0.0112864,0.491302,0.864218,0;2;41;39;41;41;0;41;41;41
12283,0.315918,true,1,0.0104239,0.301869,0.512016,0;0;41;40;41;41;0;41;41;41
12292.1,0.315918,true,1,0.0112787,0.316968,0.355946,0;1;41;40;41;41;0;41;41;41
12409,0.315756,true,1,0.0112787,0.474805,0.503252,0;0;41;41;41;41;0;41;41;41
12418.1,0.315756,true,1,inf,0.499908,0.668439,0;1;41;41;41;41;0;41;41;41
